Track,TestCase,Matcher,Label Left,Comment Left,Type Left,URI Left,Relation,Confidence (Matcher),URI Right,Label Right,Comment Right,Type Right,Residual True Positive,Evaluation Result
dhmultiling,idai-pactols_de-en,logmap-lite-melt-oaei-2021-web-latest.tar.gz,[],[],"[""skos:Concept""]",http://thesauri.dainst.org/_3ec72d64,=,0.0,https://ark.frantiq.fr/ark:/26678/pcrt7UXeYrS8Nb,[],[],"[""skos:Concept""]",true,false negative
dhmultiling,idai-pactols_de-en,logmap-lite-melt-oaei-2021-web-latest.tar.gz,[],[],"[""skos:Concept""]",http://thesauri.dainst.org/_a9e10cab,=,0.0,https://ark.frantiq.fr/ark:/26678/pcrtp5Wcpmp9I3,[],[],"[""skos:Concept""]",true,false negative
dhmultiling,idai-pactols_de-en,logmap-lite-melt-oaei-2021-web-latest.tar.gz,[],[],"[""skos:Concept""]",http://thesauri.dainst.org/_d3b9f438,=,0.0,https://ark.frantiq.fr/ark:/26678/pcrtKZYwYOkWlK,[],[],"[""skos:Concept""]",true,false negative
dhmultiling,idai-pactols_de-en,logmap-lite-melt-oaei-2021-web-latest.tar.gz,[],[],"[""skos:Concept""]",http://thesauri.dainst.org/_2c06eae5,=,0.0,https://ark.frantiq.fr/ark:/26678/pcrtJUwAaZ7Nz9,[],[],"[""skos:Concept""]",true,false negative
dhmultiling,idai-pactols_de-en,logmap-lite-melt-oaei-2021-web-latest.tar.gz,[],[],"[""skos:Concept""]",http://thesauri.dainst.org/_d321ff61,=,0.0,https://ark.frantiq.fr/ark:/26678/pcrtgWbicZTgZe,[],[],"[""skos:Concept""]",true,false negative
dhmultiling,idai-pactols_de-en,logmap-lite-melt-oaei-2021-web-latest.tar.gz,"[""Concept""]",[],"[""owl:Class""]",http://www.w3.org/2004/02/skos/core#Concept,=,1.0,http://www.w3.org/2004/02/skos/core#Concept,"[""Concept""]",[],"[""owl:Class""]",false,false positive
dhmultiling,idai-pactols_de-en,logmap-lite-melt-oaei-2021-web-latest.tar.gz,[],[],"[""skos:Concept""]",http://thesauri.dainst.org/_8b38cf01,=,0.0,https://ark.frantiq.fr/ark:/26678/pcrt0Krn6QJlhU,[],[],"[""skos:Concept""]",true,false negative
dhmultiling,idai-pactols_de-en,logmap-lite-melt-oaei-2021-web-latest.tar.gz,[],[],"[""skos:Concept""]",http://thesauri.dainst.org/_b02158bd,=,0.0,https://ark.frantiq.fr/ark:/26678/pcrtJUwAaZ7Nz9,[],[],"[""skos:Concept""]",true,false negative
dhmultiling,idai-pactols_fr-it,tim-1.0-web-latest.tar.gz,[],[],"[""skos:Concept""]",http://thesauri.dainst.org/_f7c66208,=,1.0,https://ark.frantiq.fr/ark:/26678/pcrtRIPguI6ugI,[],[],"[""skos:Concept""]",false,false positive
dhmultiling,idai-pactols_fr-it,tim-1.0-web-latest.tar.gz,[],[],"[""skos:Concept""]",http://thesauri.dainst.org/_5d0005d2,=,1.0,https://ark.frantiq.fr/ark:/26678/pcrtpbgzj4c0da,[],[],"[""skos:Concept""]",false,false positive
dhmultiling,idai-pactols_fr-it,tim-1.0-web-latest.tar.gz,[],[],[],http://www.w3.org/2004/02/skos/core#narrower,=,1.0,http://www.w3.org/2004/02/skos/core#narrower,[],[],[],false,false positive
dhmultiling,idai-pactols_fr-it,tim-1.0-web-latest.tar.gz,[],[],"[""skos:Concept""]",http://thesauri.dainst.org/_0ff90f12,=,1.0,https://ark.frantiq.fr/ark:/26678/pcrt3S7lIydczN,[],[],"[""skos:Concept""]",false,false positive
dhmultiling,idai-pactols_fr-it,tim-1.0-web-latest.tar.gz,[],[],"[""skos:Concept""]",http://thesauri.dainst.org/_e93aded3,=,1.0,https://ark.frantiq.fr/ark:/26678/pcrtSu7E2Qh0Xv,[],[],"[""skos:Concept""]",false,false positive
dhmultiling,idai-pactols_fr-it,tim-1.0-web-latest.tar.gz,[],[],[],http://www.w3.org/2000/01/rdf-schema#label,=,1.0,http://www.w3.org/2000/01/rdf-schema#label,[],[],[],false,false positive
dhmultiling,idai-pactols_fr-it,tim-1.0-web-latest.tar.gz,[],[],[],http://www.w3.org/2004/02/skos/core#relatedMatch,=,1.0,http://www.w3.org/2004/02/skos/core#relatedMatch,[],[],[],false,false positive
dhmultiling,idai-pactols_fr-it,tim-1.0-web-latest.tar.gz,[],[],"[""skos:Concept""]",http://thesauri.dainst.org/_b07aa4dc,=,1.0,https://ark.frantiq.fr/ark:/26678/pcrtxKnfzXYMxK,[],[],"[""skos:Concept""]",false,false positive
dhmultiling,idai-pactols_fr-it,tim-1.0-web-latest.tar.gz,[],[],[],http://www.w3.org/2004/02/skos/core#related,=,1.0,http://www.w3.org/2004/02/skos/core#related,[],[],[],false,false positive
dhmultiling,idai-pactols_fr-it,tim-1.0-web-latest.tar.gz,[],[],"[""skos:Concept""]",http://thesauri.dainst.org/_81cfa6e0,=,1.0,https://ark.frantiq.fr/ark:/26678/pcrtHIjtOg1P75,[],[],"[""skos:Concept""]",false,false positive
dhmultiling,idai-pactols_fr-it,tim-1.0-web-latest.tar.gz,[],[],[],http://www.w3.org/2004/02/skos/core#altLabel,=,1.0,http://www.w3.org/2004/02/skos/core#altLabel,[],[],[],false,false positive
dhmultiling,idai-pactols_fr-it,tim-1.0-web-latest.tar.gz,[],[],"[""skos:Concept""]",http://thesauri.dainst.org/_e22341d7,=,1.0,https://ark.frantiq.fr/ark:/26678/pcrtx4sFxmENjb,[],[],"[""skos:Concept""]",false,false positive
dhmultiling,idai-pactols_fr-it,tim-1.0-web-latest.tar.gz,[],[],"[""skos:Concept""]",http://thesauri.dainst.org/_b4f6cbe1,=,1.0,https://ark.frantiq.fr/ark:/26678/pcrtJUwAaZ7Nz9,[],[],"[""skos:Concept""]",false,false positive
dhmultiling,idai-pactols_fr-it,tim-1.0-web-latest.tar.gz,[],[],"[""skos:Concept""]",http://thesauri.dainst.org/_91bf3297,=,1.0,https://ark.frantiq.fr/ark:/26678/pcrtXGgQa70ZVU,[],[],"[""skos:Concept""]",false,false positive
dhmultiling,idai-pactols_fr-it,tim-1.0-web-latest.tar.gz,[],[],"[""skos:Concept""]",http://thesauri.dainst.org/_324e083e,=,1.0,https://ark.frantiq.fr/ark:/26678/pcrtKZYwYOkWlK,[],[],"[""skos:Concept""]",false,false positive
dhmultiling,idai-pactols_fr-it,tim-1.0-web-latest.tar.gz,[],[],"[""skos:Concept""]",http://thesauri.dainst.org/_da8527b7,=,1.0,https://ark.frantiq.fr/ark:/26678/pcrtiaQHMzQVGS,[],[],"[""skos:Concept""]",false,false positive
dhmultiling,idai-pactols_fr-it,tim-1.0-web-latest.tar.gz,[],[],"[""skos:Concept""]",http://thesauri.dainst.org/_89e8c98d,=,1.0,https://ark.frantiq.fr/ark:/26678/pcrt9gfvI45Kcj,[],[],"[""skos:Concept""]",false,false positive
dhmultiling,idai-pactols_fr-it,tim-1.0-web-latest.tar.gz,[],[],"[""skos:Concept""]",http://thesauri.dainst.org/_d02a4e67,=,1.0,https://ark.frantiq.fr/ark:/26678/pcrtrMvNrtSOHs,[],[],"[""skos:Concept""]",false,false positive
dhmultiling,idai-pactols_fr-it,tim-1.0-web-latest.tar.gz,[],[],"[""skos:Concept""]",http://thesauri.dainst.org/_faa6af9e,=,1.0,https://ark.frantiq.fr/ark:/26678/pcrtxdz8S5BdEg,[],[],"[""skos:Concept""]",false,false positive
dhmultiling,idai-pactols_fr-it,tim-1.0-web-latest.tar.gz,[],[],"[""skos:Concept""]",http://thesauri.dainst.org/_d6eaa608,=,1.0,https://ark.frantiq.fr/ark:/26678/pcrtF9P4mbuyGk,[],[],"[""skos:Concept""]",false,false positive
dhmultiling,idai-pactols_fr-it,tim-1.0-web-latest.tar.gz,[],[],"[""skos:Concept""]",http://thesauri.dainst.org/_dc24f6c8,=,1.0,https://ark.frantiq.fr/ark:/26678/pcrtVhTRix41ic,[],[],"[""skos:Concept""]",false,false positive
dhmultiling,idai-pactols_fr-it,tim-1.0-web-latest.tar.gz,[],[],"[""skos:Concept""]",http://thesauri.dainst.org/_119ede9f,=,1.0,https://ark.frantiq.fr/ark:/26678/pcrtKei7jxhn32,[],[],"[""skos:Concept""]",false,false positive
dhmultiling,idai-pactols_fr-it,tim-1.0-web-latest.tar.gz,[],[],"[""skos:Concept""]",http://thesauri.dainst.org/_68f5b74e,=,1.0,https://ark.frantiq.fr/ark:/26678/pcrtD19Y1kxWR4,[],[],"[""skos:Concept""]",false,false positive
dhmultiling,idai-pactols_fr-it,tim-1.0-web-latest.tar.gz,[],[],"[""skos:Concept""]",http://thesauri.dainst.org/_538c8c49,=,1.0,https://ark.frantiq.fr/ark:/26678/pcrtfUWF9GVr4q,[],[],"[""skos:Concept""]",false,false positive
dhmultiling,idai-pactols_fr-it,tim-1.0-web-latest.tar.gz,[],[],"[""skos:Concept""]",http://thesauri.dainst.org/_d6518035,=,1.0,https://ark.frantiq.fr/ark:/26678/pcrtgWbicZTgZe,[],[],"[""skos:Concept""]",false,false positive
dhmultiling,idai-pactols_fr-it,tim-1.0-web-latest.tar.gz,[],[],"[""skos:Concept""]",http://thesauri.dainst.org/_4fb11961,=,1.0,https://ark.frantiq.fr/ark:/26678/pcrta0rAmU2iDR,[],[],"[""skos:Concept""]",false,false positive
dhmultiling,idai-pactols_fr-it,tim-1.0-web-latest.tar.gz,[],[],"[""skos:Concept""]",http://thesauri.dainst.org/_f64e7d3d,=,1.0,https://ark.frantiq.fr/ark:/26678/pcrt7XYoF5la6b,[],[],"[""skos:Concept""]",false,false positive
dhmultiling,idai-pactols_fr-it,tim-1.0-web-latest.tar.gz,[],[],"[""skos:Concept""]",http://thesauri.dainst.org/_4958e772,=,1.0,https://ark.frantiq.fr/ark:/26678/pcrtGYzRry8HxI,[],[],"[""skos:Concept""]",false,false positive
dhmultiling,idai-pactols_fr-it,tim-1.0-web-latest.tar.gz,[],[],"[""skos:Concept""]",http://thesauri.dainst.org/_0ccae45b,=,1.0,https://ark.frantiq.fr/ark:/26678/pcrtpZqoqAbrdg,[],[],"[""skos:Concept""]",false,false positive
dhmultiling,idai-pactols_fr-it,tim-1.0-web-latest.tar.gz,[],[],"[""skos:Concept""]",http://thesauri.dainst.org/_fccf07e9,=,1.0,https://ark.frantiq.fr/ark:/26678/pcrt66PQUHwXaw,[],[],"[""skos:Concept""]",false,false positive
dhmultiling,idai-pactols_fr-it,tim-1.0-web-latest.tar.gz,[],[],"[""skos:Concept""]",http://thesauri.dainst.org/_b64eaec1,=,1.0,https://ark.frantiq.fr/ark:/26678/pcrt7UXeYrS8Nb,[],[],"[""skos:Concept""]",false,false positive
dhmultiling,idai-pactols_fr-it,tim-1.0-web-latest.tar.gz,[],[],[],http://thesauri.dainst.org/schema#memberOf,=,1.0,http://purl.org/umu/uneskos#memberOf,[],[],[],false,false positive
dhmultiling,idai-pactols_fr-it,tim-1.0-web-latest.tar.gz,[],[],"[""skos:Concept""]",http://thesauri.dainst.org/_da8eb511,=,1.0,https://ark.frantiq.fr/ark:/26678/pcrt1FD59O4eTz,[],[],"[""skos:Concept""]",false,false positive
dhmultiling,idai-pactols_fr-it,tim-1.0-web-latest.tar.gz,[],[],[],http://www.w3.org/2000/01/rdf-schema#isDefinedBy,=,1.0,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,[],[],[],false,false positive
dhmultiling,idai-pactols_fr-it,tim-1.0-web-latest.tar.gz,[],[],"[""skos:Concept""]",http://thesauri.dainst.org/_0caae6ea,=,1.0,https://ark.frantiq.fr/ark:/26678/pcrt5ecRHjSZTM,[],[],"[""skos:Concept""]",false,false positive
dhmultiling,idai-pactols_fr-it,tim-1.0-web-latest.tar.gz,[],[],"[""skos:Concept""]",http://thesauri.dainst.org/_fd2cc0bc,=,1.0,https://ark.frantiq.fr/ark:/26678/pcrtAYfItWHoOV,[],[],"[""skos:Concept""]",false,false positive
dhmultiling,idai-pactols_fr-it,tim-1.0-web-latest.tar.gz,[],[],"[""skos:Concept""]",http://thesauri.dainst.org/_76760382,=,1.0,https://ark.frantiq.fr/ark:/26678/pcrtVgXu5JJGUg,[],[],"[""skos:Concept""]",false,false positive
dhmultiling,idai-pactols_fr-it,tim-1.0-web-latest.tar.gz,[],[],"[""skos:Concept""]",http://thesauri.dainst.org/_3a7caf9c,=,1.0,https://ark.frantiq.fr/ark:/26678/pcrtSp0Bn88zX1,[],[],"[""skos:Concept""]",false,false positive
dhmultiling,idai-pactols_fr-it,tim-1.0-web-latest.tar.gz,[],[],[],http://www.w3.org/2004/02/skos/core#inScheme,=,1.0,http://www.w3.org/2004/02/skos/core#inScheme,[],[],[],false,false positive
dhmultiling,idai-pactols_fr-it,tim-1.0-web-latest.tar.gz,[],[],"[""skos:Concept""]",http://thesauri.dainst.org/_24e5342d,=,1.0,https://ark.frantiq.fr/ark:/26678/pcrt9PJh9aTXv4,[],[],"[""skos:Concept""]",false,false positive
dhmultiling,idai-pactols_fr-it,tim-1.0-web-latest.tar.gz,[],[],"[""skos:Concept""]",http://thesauri.dainst.org/_b3586922,=,1.0,https://ark.frantiq.fr/ark:/26678/pcrtAqKgmvERHQ,[],[],"[""skos:Concept""]",false,false positive
dhmultiling,idai-pactols_fr-it,tim-1.0-web-latest.tar.gz,[],[],[],http://www.w3.org/2004/02/skos/core#broader,=,1.0,http://www.w3.org/2004/02/skos/core#broader,[],[],[],false,false positive
dhmultiling,idai-pactols_fr-it,tim-1.0-web-latest.tar.gz,[],[],"[""skos:Concept""]",http://thesauri.dainst.org/_da77b0af,=,1.0,https://ark.frantiq.fr/ark:/26678/pcrtUia9QuUpdR,[],[],"[""skos:Concept""]",false,false positive
dhmultiling,idai-pactols_fr-it,tim-1.0-web-latest.tar.gz,[],[],[],http://www.w3.org/2004/02/skos/core#exactMatch,=,1.0,http://www.w3.org/2004/02/skos/core#exactMatch,[],[],[],false,false positive
dhmultiling,idai-pactols_fr-it,tim-1.0-web-latest.tar.gz,[],[],"[""skos:Concept""]",http://thesauri.dainst.org/_930e9a32,=,1.0,https://ark.frantiq.fr/ark:/26678/pcrtms2OAv82PY,[],[],"[""skos:Concept""]",false,false positive
dhmultiling,idai-pactols_fr-it,tim-1.0-web-latest.tar.gz,[],[],"[""skos:Concept""]",http://thesauri.dainst.org/_0fca3e00,=,1.0,https://ark.frantiq.fr/ark:/26678/pcrtp5Wcpmp9I3,[],[],"[""skos:Concept""]",false,false positive
dhmultiling,idai-pactols_fr-it,tim-1.0-web-latest.tar.gz,[],[],[],http://www.w3.org/2004/02/skos/core#topConceptOf,=,1.0,http://www.w3.org/2004/02/skos/core#topConceptOf,[],[],[],false,false positive
dhmultiling,idai-pactols_fr-it,tim-1.0-web-latest.tar.gz,[],[],[],http://www.w3.org/2004/02/skos/core#closeMatch,=,1.0,http://www.w3.org/2004/02/skos/core#hasTopConcept,[],[],[],false,false positive
dhmultiling,idai-pactols_fr-it,tim-1.0-web-latest.tar.gz,[],[],"[""skos:Concept""]",http://thesauri.dainst.org/_cd57e028,=,1.0,https://ark.frantiq.fr/ark:/26678/pcrtQpKQcDolxc,[],[],"[""skos:Concept""]",false,false positive
dhmultiling,idai-pactols_fr-it,tim-1.0-web-latest.tar.gz,[],[],"[""skos:Concept""]",http://thesauri.dainst.org/_4327c7fb,=,1.0,https://ark.frantiq.fr/ark:/26678/pcrtQS6tuoSfSW,[],[],"[""skos:Concept""]",false,false positive
dhmultiling,idai-pactols_fr-it,tim-1.0-web-latest.tar.gz,[],[],"[""skos:Concept""]",http://thesauri.dainst.org/_6ac940ca,=,1.0,https://ark.frantiq.fr/ark:/26678/pcrtpZHoU1vm9o,[],[],"[""skos:Concept""]",false,false positive
dhmultiling,idai-pactols_fr-it,tim-1.0-web-latest.tar.gz,[],[],"[""skos:Concept""]",http://thesauri.dainst.org/_2c06eae5,=,0.0,https://ark.frantiq.fr/ark:/26678/pcrtJUwAaZ7Nz9,[],[],"[""skos:Concept""]",true,false negative
dhmultiling,idai-pactols_fr-it,tim-1.0-web-latest.tar.gz,[],[],"[""skos:Concept""]",http://thesauri.dainst.org/_0282412f,=,1.0,https://ark.frantiq.fr/ark:/26678/pcrtVmQTWhdSkJ,[],[],"[""skos:Concept""]",false,false positive
dhmultiling,idai-pactols_fr-it,tim-1.0-web-latest.tar.gz,[],[],"[""skos:Concept""]",http://thesauri.dainst.org/_b02158bd,=,0.0,https://ark.frantiq.fr/ark:/26678/pcrtJUwAaZ7Nz9,[],[],"[""skos:Concept""]",true,false negative
dhmultiling,idai-pactols_fr-it,tim-1.0-web-latest.tar.gz,[],[],"[""skos:Concept""]",http://thesauri.dainst.org/_cfaaeda8,=,1.0,https://ark.frantiq.fr/ark:/26678/pcrtWouRhFysgx,[],[],"[""skos:Concept""]",false,false positive
dhmultiling,idai-pactols_fr-it,tim-1.0-web-latest.tar.gz,[],[],"[""skos:Concept""]",http://thesauri.dainst.org/_8a33d5c8,=,1.0,https://ark.frantiq.fr/ark:/26678/pcrtjMFrjr1utW,[],[],"[""skos:Concept""]",false,false positive
dhmultiling,idai-pactols_fr-it,tim-1.0-web-latest.tar.gz,[],[],[],http://www.w3.org/1999/02/22-rdf-syntax-ns#type,=,1.0,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,[],[],[],false,false positive
dhmultiling,idai-pactols_fr-it,tim-1.0-web-latest.tar.gz,[],[],"[""skos:Concept""]",http://thesauri.dainst.org/_4688b7a6,=,0.0,https://ark.frantiq.fr/ark:/26678/pcrtF9P4mbuyGk,[],[],"[""skos:Concept""]",true,false negative
dhmultiling,idai-pactols_fr-it,tim-1.0-web-latest.tar.gz,[],[],"[""skos:Concept""]",http://thesauri.dainst.org/_86b806c1,=,1.0,https://ark.frantiq.fr/ark:/26678/pcrts62Z2hl4ux,[],[],"[""skos:Concept""]",false,false positive
dhmultiling,idai-pactols_fr-it,tim-1.0-web-latest.tar.gz,[],[],"[""skos:Concept""]",http://thesauri.dainst.org/_c40b4a1d,=,0.0,https://ark.frantiq.fr/ark:/26678/pcrtrMvNrtSOHs,[],[],"[""skos:Concept""]",true,false negative
dhmultiling,idai-pactols_fr-it,tim-1.0-web-latest.tar.gz,[],[],"[""skos:Concept""]",http://thesauri.dainst.org/_be311db6,=,1.0,https://ark.frantiq.fr/ark:/26678/pcrtQY3u48DUrQ,[],[],"[""skos:Concept""]",false,false positive
dhmultiling,idai-pactols_fr-it,tim-1.0-web-latest.tar.gz,[],[],"[""skos:Concept""]",http://thesauri.dainst.org/_eed928af,=,1.0,https://ark.frantiq.fr/ark:/26678/pcrt36pke8yWxW,[],[],"[""skos:Concept""]",false,false positive
dhmultiling,idai-pactols_fr-it,tim-1.0-web-latest.tar.gz,[],[],"[""skos:Concept""]",http://thesauri.dainst.org/_ceead77f,=,1.0,https://ark.frantiq.fr/ark:/26678/pcrtHIT0hSPFsR,[],[],"[""skos:Concept""]",false,false positive
dhmultiling,idai-pactols_fr-it,tim-1.0-web-latest.tar.gz,[],[],"[""skos:Concept""]",http://thesauri.dainst.org/_2b902271,=,1.0,https://ark.frantiq.fr/ark:/26678/pcrtNU9yWjKe6U,[],[],"[""skos:Concept""]",false,false positive
dhmultiling,idai-pactols_fr-it,tim-1.0-web-latest.tar.gz,[],[],[],http://www.w3.org/2004/02/skos/core#prefLabel,=,1.0,http://www.w3.org/2004/02/skos/core#prefLabel,[],[],[],false,false positive
dhmultiling,idai-pactols_fr-it,tim-1.0-web-latest.tar.gz,[],[],"[""skos:Concept""]",http://thesauri.dainst.org/_3b4ba2e6,=,1.0,https://ark.frantiq.fr/ark:/26678/pcrt0Krn6QJlhU,[],[],"[""skos:Concept""]",false,false positive
dhmultiling,idai-pactols_fr-it,tim-1.0-web-latest.tar.gz,"[""Concept""]",[],"[""owl:Class""]",http://www.w3.org/2004/02/skos/core#Concept,=,1.0,http://www.w3.org/2004/02/skos/core#Concept,"[""Concept""]",[],"[""owl:Class""]",false,false positive
dhmultiling,idai-pactols_fr-it,tim-1.0-web-latest.tar.gz,[],[],[],http://www.w3.org/2004/02/skos/core#definition,=,1.0,http://www.w3.org/2004/02/skos/core#definition,[],[],[],false,false positive
dhmultiling,idai-pactols_fr-it,logmap-kg-melt-oaei-2021-web-latest.tar.gz,[],[],"[""skos:Concept""]",http://thesauri.dainst.org/_4688b7a6,=,0.0,https://ark.frantiq.fr/ark:/26678/pcrtF9P4mbuyGk,[],[],"[""skos:Concept""]",true,false negative
dhmultiling,idai-pactols_fr-it,logmap-kg-melt-oaei-2021-web-latest.tar.gz,[],[],"[""skos:Concept""]",http://thesauri.dainst.org/_c40b4a1d,=,0.0,https://ark.frantiq.fr/ark:/26678/pcrtrMvNrtSOHs,[],[],"[""skos:Concept""]",true,false negative
dhmultiling,idai-pactols_fr-it,logmap-kg-melt-oaei-2021-web-latest.tar.gz,[],[],"[""skos:Concept""]",http://thesauri.dainst.org/_615d140c,=,0.82,https://ark.frantiq.fr/ark:/26678/pcrtgWbicZTgZe,[],[],"[""skos:Concept""]",false,false positive
dhmultiling,idai-pactols_fr-it,logmap-kg-melt-oaei-2021-web-latest.tar.gz,[],[],"[""skos:Concept""]",http://thesauri.dainst.org/_2c06eae5,=,0.0,https://ark.frantiq.fr/ark:/26678/pcrtJUwAaZ7Nz9,[],[],"[""skos:Concept""]",true,false negative
dhmultiling,idai-pactols_fr-it,logmap-kg-melt-oaei-2021-web-latest.tar.gz,[],[],"[""skos:Concept""]",http://thesauri.dainst.org/_b02158bd,=,0.0,https://ark.frantiq.fr/ark:/26678/pcrtJUwAaZ7Nz9,[],[],"[""skos:Concept""]",true,false negative
dhmultiling,idai-pactols_fr-fr,logmap-bio-melt-oaei-2021-web-latest.tar.gz,[],[],"[""skos:Concept""]",http://thesauri.dainst.org/_e303d28e,=,0.86,https://ark.frantiq.fr/ark:/26678/pcrt9gfvI45Kcj,[],[],"[""skos:Concept""]",false,false positive
dhmultiling,idai-pactols_fr-fr,logmap-bio-melt-oaei-2021-web-latest.tar.gz,[],[],"[""skos:Concept""]",http://thesauri.dainst.org/_d67080ff,=,1.0,https://ark.frantiq.fr/ark:/26678/pcrtKei7jxhn32,[],[],"[""skos:Concept""]",false,false positive
dhmultiling,idai-pactols_fr-fr,logmap-bio-melt-oaei-2021-web-latest.tar.gz,[],[],"[""skos:Concept""]",http://thesauri.dainst.org/_4688b7a6,=,1.0,https://ark.frantiq.fr/ark:/26678/pcrtF9P4mbuyGk,[],[],"[""skos:Concept""]",true,true positive
dhmultiling,idai-pactols_fr-fr,logmap-bio-melt-oaei-2021-web-latest.tar.gz,[],[],"[""skos:Concept""]",http://thesauri.dainst.org/_f1ef0050,=,0.81,https://ark.frantiq.fr/ark:/26678/pcrtD19Y1kxWR4,[],[],"[""skos:Concept""]",false,false positive
dhmultiling,idai-pactols_fr-fr,logmap-bio-melt-oaei-2021-web-latest.tar.gz,[],[],"[""skos:Concept""]",http://thesauri.dainst.org/_2bcdabeb,=,0.8,https://ark.frantiq.fr/ark:/26678/pcrt66PQUHwXaw,[],[],"[""skos:Concept""]",false,false positive
dhmultiling,idai-pactols_fr-fr,logmap-bio-melt-oaei-2021-web-latest.tar.gz,[],[],"[""skos:Concept""]",http://thesauri.dainst.org/_7020590d,=,1.0,https://ark.frantiq.fr/ark:/26678/pcrt9PJh9aTXv4,[],[],"[""skos:Concept""]",false,false positive
dhmultiling,idai-pactols_fr-fr,logmap-bio-melt-oaei-2021-web-latest.tar.gz,[],[],"[""skos:Concept""]",http://thesauri.dainst.org/_c40b4a1d,=,0.0,https://ark.frantiq.fr/ark:/26678/pcrtrMvNrtSOHs,[],[],"[""skos:Concept""]",true,false negative
dhmultiling,idai-pactols_fr-fr,logmap-bio-melt-oaei-2021-web-latest.tar.gz,[],[],"[""skos:Concept""]",http://thesauri.dainst.org/_87a30753,=,1.0,https://ark.frantiq.fr/ark:/26678/pcrtxKnfzXYMxK,[],[],"[""skos:Concept""]",false,false positive
dhmultiling,idai-pactols_fr-fr,logmap-bio-melt-oaei-2021-web-latest.tar.gz,[],[],"[""skos:Concept""]",http://thesauri.dainst.org/_615d140c,=,0.82,https://ark.frantiq.fr/ark:/26678/pcrtgWbicZTgZe,[],[],"[""skos:Concept""]",false,false positive
dhmultiling,idai-pactols_fr-fr,logmap-bio-melt-oaei-2021-web-latest.tar.gz,[],[],"[""skos:Concept""]",http://thesauri.dainst.org/_2c06eae5,=,0.0,https://ark.frantiq.fr/ark:/26678/pcrtJUwAaZ7Nz9,[],[],"[""skos:Concept""]",true,false negative
